diputado;partido;provincia;n_legislatura
Antonio García Miralles;PSPV-PSOE(51 diputados);Alicante;I
Alberto Javier Pérez Ferre;PSPV-PSOE(51 diputados);Alicante;I
Ángel Luna González;PSPV-PSOE(51 diputados);Alicante;I
Emilio Soler Pascual;PSPV-PSOE(51 diputados);Alicante;I
Francisco Rodríguez Valderrama;PSPV-PSOE(51 diputados);Alicante;I
Juan Bautista Pastor Marco;PSPV-PSOE(51 diputados);Alicante;I
María Dolores Marcos González;PSPV-PSOE(51 diputados);Alicante;I
Manuel Adriano Arabid Cantos;PSPV-PSOE(51 diputados);Alicante;I
Enrique Louis Rampa;PSPV-PSOE(51 diputados);Alicante;I
José Asensi Sabater;PSPV-PSOE(51 diputados);Alicante;I
Hermenegildo Rodríguez Pérez;PSPV-PSOE(51 diputados);Alicante;I
Miguel Antonio Millana Sansaturio;PSPV-PSOE(51 diputados);Alicante;I
Luis Gabriel Torregrosa Mira;PSPV-PSOE(51 diputados);Alicante;I
Ramón Berenguer Prieto;PSPV-PSOE(51 diputados);Alicante;I
Joaquín Fuster Pérez;PSPV-PSOE(51 diputados);Alicante;I
Emilio José Álvarez Landete;PSPV-PSOE(51 diputados);Alicante;I
José Luis Gomis Gavilán;PSPV-PSOE(51 diputados);Alicante;I
Felipe Guardiola Sellés;PSPV-PSOE(51 diputados);Castellón;I
Ernesto Fenollosa Ten;PSPV-PSOE(51 diputados);Castellón;I
Juan Callao Capdevila;PSPV-PSOE(51 diputados);Castellón;I
Miguel López Muñoz;PSPV-PSOE(51 diputados);Castellón;I
Félix Rodríguez Velasco;PSPV-PSOE(51 diputados);Castellón;I
Alfredo Roé Justiniano;PSPV-PSOE(51 diputados);Castellón;I
Agapito Martínez Ansuátegui;PSPV-PSOE(51 diputados);Castellón;I
Joaquín Nebot Monzonís;PSPV-PSOE(51 diputados);Castellón;I
Joaquim Francesc Puig Ferrer;PSPV-PSOE(51 diputados);Castellón;I
José Rubio Segarra;PSPV-PSOE(51 diputados);Castellón;I
Ricardo Núñez Martín;PSPV-PSOE(51 diputados);Castellón;I
Gonzalo Centelles Nebot;PSPV-PSOE(51 diputados);Castellón;I
Jaime López Granell;PSPV-PSOE(51 diputados);Castellón;I
Juan Sanchordi Pitarch;PSPV-PSOE(51 diputados);Castellón;I
Joan Lerma Blasco;PSPV-PSOE(51 diputados);Valencia;I
Cipriano Jesús Ciscar Casabán;PSPV-PSOE(51 diputados);Valencia;I
Segundo Bru Parra;PSPV-PSOE(51 diputados);Valencia;I
Leandro Picher Buenaventura;PSPV-PSOE(51 diputados);Valencia;I
María Antonia de Armengol Criado;PSPV-PSOE(51 diputados);Valencia;I
Antonio Cebrián Ferrer;PSPV-PSOE(51 diputados);Valencia;I
Rafael Blasco Castany;PSPV-PSOE(51 diputados);Valencia;I
Luis Font de Mora Montesinos;PSPV-PSOE(51 diputados);Valencia;I
Fernando Vidal Gil;PSPV-PSOE(51 diputados);Valencia;I
Josefa Frau Ribes;PSPV-PSOE(51 diputados);Valencia;I
Vicent Enric Soler Marco;PSPV-PSOE(51 diputados);Valencia;I
Víctor Fuentes Prósper;PSPV-PSOE(51 diputados);Valencia;I
Juan Andrés Perelló Rodríguez;PSPV-PSOE(51 diputados);Valencia;I
Rafael Recuenco Montero;PSPV-PSOE(51 diputados);Valencia;I
José León Bonacho;PSPV-PSOE(51 diputados);Valencia;I
Joan Calabuig Rull;PSPV-PSOE(51 diputados);Valencia;I
Luis Peiró Roselló;PSPV-PSOE(51 diputados);Valencia;I
José Francisco Peris Almiñana;PSPV-PSOE(51 diputados);Valencia;I
Antonio Salazar Cifre;PSPV-PSOE(51 diputados);Valencia;I
Julio Millet España;PSPV-PSOE(51 diputados);Valencia;I
José Cholbi Diego;AP-PDP-ULUV(32 diputados);Alicante;I
Joaquín Galant Ruiz;AP-PDP-ULUV(32 diputados);Alicante;I
Antonio Martínez Serrano;AP-PDP-ULUV(32 diputados);Alicante;I
Rafael Maluenda Verdú;AP-PDP-ULUV(32 diputados);Alicante;I
Antonio García Agredas;AP-PDP-ULUV(32 diputados);Alicante;I
Antonio Alonso Gutiérrez;AP-PDP-ULUV(32 diputados);Alicante;I
Enrique Ferré Sampere;AP-PDP-ULUV(32 diputados);Alicante;I
Vicente Pérez Devesa;AP-PDP-ULUV(32 diputados);Alicante;I
Joaquín Santo Matas;AP-PDP-ULUV(32 diputados);Alicante;I
Joaquín Vidal Negre;AP-PDP-ULUV(32 diputados);Alicante;I
José Tovar Vicente;AP-PDP-ULUV(32 diputados);Castellón;I
Joaquín Farnós Gauchía;AP-PDP-ULUV(32 diputados);Castellón;I
Daniel Ansuátegui Ramo;AP-PDP-ULUV(32 diputados);Castellón;I
José Antonio Bandrés Salvador;AP-PDP-ULUV(32 diputados);Castellón;I
José Murria Arnau;AP-PDP-ULUV(32 diputados);Castellón;I
Salvador Llácer Baixaulí;AP-PDP-ULUV(32 diputados);Castellón;I
Francisco Martínez Clausich;AP-PDP-ULUV(32 diputados);Castellón;I
Vicente Navarro Viciedo;AP-PDP-ULUV(32 diputados);Castellón;I
José Vives Borrás;AP-PDP-ULUV(32 diputados);Castellón;I
José Jaime Fernández Campello;AP-PDP-ULUV(32 diputados);Castellón;I
Manuel Giner Miralles;AP-PDP-ULUV(32 diputados);Valencia;I
José Rafael García-Fuster y González Alegre;AP-PDP-ULUV(32 diputados);Valencia;I
Xavier Casp Vercher;AP-PDP-ULUV(32 diputados);Valencia;I
María Rita Barberá Nolla;AP-PDP-ULUV(32 diputados);Valencia;I
Carlos Albelda Climent;AP-PDP-ULUV(32 diputados);Valencia;I
Fernando José Martínez Roda;AP-PDP-ULUV(32 diputados);Valencia;I
José María de Andrés Ferrando;AP-PDP-ULUV(32 diputados);Valencia;I
María José Sansegundo Fortea;AP-PDP-ULUV(32 diputados);Valencia;I
Salvador Sanchis Perales;AP-PDP-ULUV(32 diputados);Valencia;I
Manuel Campillo Martínez;AP-PDP-ULUV(32 diputados);Valencia;I
Juan Marco Molines;AP-PDP-ULUV(32 diputados);Valencia;I
Joaquín Martín Mínguez;AP-PDP-ULUV(32 diputados);Valencia;I
Alfredo Alfonso Botella Vicent;PCE-PCPV(6 diputados);Alicante;I
Manuel Martínez Lledó;PCE-PCPV(6 diputados);Alicante;I
Vicente Zaragozá Messeguer;PCE-PCPV(6 diputados);Castellón;I
José Galán Peláez;PCE-PCPV(6 diputados);Valencia;I
Vicente Gómez Chirivella;PCE-PCPV(6 diputados);Valencia;I
Antonio Palomares Vinuesa;PCE-PCPV(6 diputados);Valencia;I
Antonio García Miralles;PSPV-PSOE(42 diputados);Alicante;II
Alberto Pérez Ferré;PSPV-PSOE(42 diputados);Alicante;II
Emilio Soler Pascual;PSPV-PSOE(42 diputados);Alicante;II
José Asensi Sabater;PSPV-PSOE(42 diputados);Alicante;II
María Dolores Marcos González;PSPV-PSOE(42 diputados);Alicante;II
Miguel Antonio Millana Sansaturio;PSPV-PSOE(42 diputados);Alicante;II
Juan Bautista Pastor Marco;PSPV-PSOE(42 diputados);Alicante;II
Martín Sevilla Jiménez;PSPV-PSOE(42 diputados);Alicante;II
Hermenegildo Rodríguez Pérez;PSPV-PSOE(42 diputados);Alicante;II
Enrique Louis Rampa;PSPV-PSOE(42 diputados);Alicante;II
Luis Gabriel Torregrosa Mira;PSPV-PSOE(42 diputados);Alicante;II
Antonio Pérez Olcina;PSPV-PSOE(42 diputados);Alicante;II
Ramón Berenguer Prieto;PSPV-PSOE(42 diputados);Alicante;II
José Luis Gomis Gavilán;PSPV-PSOE(42 diputados);Alicante;II
Felipe Guardiola Sellés;PSPV-PSOE(42 diputados);Castellón;II
Ernesto Fenollosa Ten;PSPV-PSOE(42 diputados);Castellón;II
Juan Callao Capdevila;PSPV-PSOE(42 diputados);Castellón;II
Félix Rodríguez Velasco;PSPV-PSOE(42 diputados);Castellón;II
Ernesto Nabás Orenga;PSPV-PSOE(42 diputados);Castellón;II
Alfredo Roé Justiniano;PSPV-PSOE(42 diputados);Castellón;II
Rosa María Morte Julián;PSPV-PSOE(42 diputados);Castellón;II
León Bravo Escoi;PSPV-PSOE(42 diputados);Castellón;II
Joaquín Nebot Monzonís;PSPV-PSOE(42 diputados);Castellón;II
Avelino Roca Albert;PSPV-PSOE(42 diputados);Castellón;II
Artemi Vicent Rallo Lombarte;PSPV-PSOE(42 diputados);Castellón;II
Joan Lerma Blasco;PSPV-PSOE(42 diputados);Valencia;II
Cipriano Ciscar Casabán;PSPV-PSOE(42 diputados);Valencia;II
Rafael Blasco Castany;PSPV-PSOE(42 diputados);Valencia;II
Vicent Enric Soler Marco;PSPV-PSOE(42 diputados);Valencia;II
Luis Font de Mora Montesinos;PSPV-PSOE(42 diputados);Valencia;II
Antonio Birlanga Casanova;PSPV-PSOE(42 diputados);Valencia;II
Segundo Bru Parra;PSPV-PSOE(42 diputados);Valencia;II
Rafael Recuenco Montero;PSPV-PSOE(42 diputados);Valencia;II
María Antonia de Armengol Criado;PSPV-PSOE(42 diputados);Valencia;II
Antonio Castro Leache;PSPV-PSOE(42 diputados);Valencia;II
José Garés Crespo;PSPV-PSOE(42 diputados);Valencia;II
Víctor Fuentes Prósper;PSPV-PSOE(42 diputados);Valencia;II
Julio Millet España;PSPV-PSOE(42 diputados);Valencia;II
Vicente Miguel Garcés Ramón;PSPV-PSOE(42 diputados);Valencia;II
Leandro Picher Buenaventura;PSPV-PSOE(42 diputados);Valencia;II
Joan Calabuig Rull;PSPV-PSOE(42 diputados);Valencia;II
Antonio Cebrián Ferrer;PSPV-PSOE(42 diputados);Valencia;II
Rafael Maluenda Verdú;FAP(25 diputados);Alicante;II
Carlos Rafael Alcalde Agesta;FAP(25 diputados);Alicante;II
Joaquín Santo Matas;FAP(25 diputados);Alicante;II
Manuel Lorente Belmonte;FAP(25 diputados);Alicante;II
Guillermo Sirvent Sirvent;FAP(25 diputados);Alicante;II
Enrique Ferrer Sampere;FAP(25 diputados);Alicante;II
Jaime Botella Mayor;FAP(25 diputados);Alicante;II
Francisco Magro Espí;FAP(25 diputados);Alicante;II
Juan Salvador Gaya Sastre;FAP(25 diputados);Alicante;II
Francisco Martínez Clausich;FAP(25 diputados);Castellón;II
Daniel Ansuátegui Ramo;FAP(25 diputados);Castellón;II
Enrique Eduardo Gómez Guarner;FAP(25 diputados);Castellón;II
Joaquín Farnós Gauchía;FAP(25 diputados);Castellón;II
Vicent Marco Moreno;FAP(25 diputados);Castellón;II
José Antonio Boix González;FAP(25 diputados);Castellón;II
José Vives Borrás;FAP(25 diputados);Castellón;II
Francisco Javier Perelló Oliver;FAP(25 diputados);Castellón;II
María Rita Barberá Nolla;FAP(25 diputados);Valencia;II
Manuel Giner Miralles;FAP(25 diputados);Valencia;II
José Rafael García-Fuster y González Alegre;FAP(25 diputados);Valencia;II
Jorge Lamparero Lázaro;FAP(25 diputados);Valencia;II
Rafael Sanchis Perales;FAP(25 diputados);Valencia;II
Fernando José Martínez Roda;FAP(25 diputados);Valencia;II
Carlos Albelda Climent;FAP(25 diputados);Valencia;II
Enrique López Salva;FAP(25 diputados);Valencia;II
Gerardo Muñoz Lorente;CDS(10 diputados);Alicante;II
Manuel Benabent Fuentes;CDS(10 diputados);Alicante;II
José Ramón Navarro Nicolau;CDS(10 diputados);Alicante;II
Salvador Ruso Pacheco;CDS(10 diputados);Alicante;II
Pedro Enrique Gozalbo Herrero;CDS(10 diputados);Castellón;II
Vicente Bueso Aragonés;CDS(10 diputados);Castellón;II
Carlos Laguna Asensi;CDS(10 diputados);Castellón;II
José Luis Boado Martínez;CDS(10 diputados);Valencia;II
Luis Gil-Orozco Roda;CDS(10 diputados);Valencia;II
Luis Ricardo Baquero Valdelomar;CDS(10 diputados);Valencia;II
Filiberto Crespo Samper;Unión Valenciana(6 diputados);Valencia;II
Manuel Campillos Martínez;Unión Valenciana(6 diputados);Valencia;II
Vicente Blasco-Ibáñez Tortosa;Unión Valenciana(6 diputados);Valencia;II
Héctor Villalba Chirivella;Unión Valenciana(6 diputados);Valencia;II
Maria Àngels Ramón-Llin Martínez;Unión Valenciana(6 diputados);Valencia;II
Miquel Ramón Quiles;Unión Valenciana(6 diputados);Valencia;II
Alfredo Alfonso Botella Vicent;EU-UPV(6 diputados);Alicante;II
Pasqual Mollà Martínez;EU-UPV(6 diputados);Alicante;II
Aureli Ferrando Muria;EU-UPV(6 diputados);Castellón;II
Albert Taberner Ferrer;EU-UPV(6 diputados);Valencia;II
Juan Pedro Zamora Suárez;EU-UPV(6 diputados);Valencia;II
Pere Miquel Mayor Penadés;EU-UPV(6 diputados);Valencia;II
Antonio García Miralles;PSPV-PSOE(45 diputados);Alicante;III
Emilio Soler Pascual;PSPV-PSOE(45 diputados);Alicante;III
Antonio Escarré Esteve;PSPV-PSOE(45 diputados);Alicante;III
Alfonso Arenas Férriz;PSPV-PSOE(45 diputados);Alicante;III
José Asensi Sabater;PSPV-PSOE(45 diputados);Alicante;III
Paloma Gómez Ossorio;PSPV-PSOE(45 diputados);Alicante;III
Diego Maciá Antón;PSPV-PSOE(45 diputados);Alicante;III
Antonio Moreno Carrasco;PSPV-PSOE(45 diputados);Alicante;III
Miguel Antonio Millana Sansaturio;PSPV-PSOE(45 diputados);Alicante;III
Martín Sevilla Jiménez;PSPV-PSOE(45 diputados);Alicante;III
Hermenegildo Rodríguez Pérez;PSPV-PSOE(45 diputados);Alicante;III
Concepción Pérez Morales;PSPV-PSOE(45 diputados);Alicante;III
Luis Gabriel Torregrosa Mira;PSPV-PSOE(45 diputados);Alicante;III
Ramón Berenguer Prieto;PSPV-PSOE(45 diputados);Alicante;III
Francisca Benabent Fuentes;PSPV-PSOE(45 diputados);Alicante;III
José Luis Gomis Gavilán;PSPV-PSOE(45 diputados);Alicante;III
Ernesto Fenollosa Ten;PSPV-PSOE(45 diputados);Castellón;III
Ernesto Nabás Orenga;PSPV-PSOE(45 diputados);Castellón;III
Rosa María Morte Julián;PSPV-PSOE(45 diputados);Castellón;III
Juan Callao Capdevila;PSPV-PSOE(45 diputados);Castellón;III
Avelino Roca Albert;PSPV-PSOE(45 diputados);Castellón;III
Artemi Vicent Rallo Lombarte;PSPV-PSOE(45 diputados);Castellón;III
Joaquín Nebot Monzonís;PSPV-PSOE(45 diputados);Castellón;III
Carmen Monzó Juan;PSPV-PSOE(45 diputados);Castellón;III
Ignacio López Arribas;PSPV-PSOE(45 diputados);Castellón;III
José Ramón Tiller Fibla;PSPV-PSOE(45 diputados);Castellón;III
José Luis Nebot Martí;PSPV-PSOE(45 diputados);Castellón;III
Joan Lerma Blasco;PSPV-PSOE(45 diputados);Valencia;III
Antonio Birlanga Casanova;PSPV-PSOE(45 diputados);Valencia;III
Luis Font de Mora Montesinos;PSPV-PSOE(45 diputados);Valencia;III
María Antonia de Armengol Criado;PSPV-PSOE(45 diputados);Valencia;III
Vicent Enric Soler Marco;PSPV-PSOE(45 diputados);Valencia;III
Julio Millet España;PSPV-PSOE(45 diputados);Valencia;III
Antonio Castro Leache;PSPV-PSOE(45 diputados);Valencia;III
Segundo Bru Parra;PSPV-PSOE(45 diputados);Valencia;III
Carmen Begoña Gómez-Marco Pérez;PSPV-PSOE(45 diputados);Valencia;III
Salvador Almenar Palau;PSPV-PSOE(45 diputados);Valencia;III
Leandro Picher Buenaventura;PSPV-PSOE(45 diputados);Valencia;III
Víctor Fuentes Prósper;PSPV-PSOE(45 diputados);Valencia;III
Vicente Miguel Garcés Ramón;PSPV-PSOE(45 diputados);Valencia;III
Ana María Castellanos Vilar;PSPV-PSOE(45 diputados);Valencia;III
Juan Villalba González;PSPV-PSOE(45 diputados);Valencia;III
José Garés Crespo;PSPV-PSOE(45 diputados);Valencia;III
Elena María Martín Yáñez;PSPV-PSOE(45 diputados);Valencia;III
Jesús Puig Noguera;PSPV-PSOE(45 diputados);Valencia;III
Eduardo Zaplana Hernández-Soro;PPCV(31 diputados);Alicante;III
Rafael Maluenda Verdú;PPCV(31 diputados);Alicante;III
Juan Antonio Montesinos García;PPCV(31 diputados);Alicante;III
Miguel Valor Peidró;PPCV(31 diputados);Alicante;III
Manuel Ortuño Cerdá;PPCV(31 diputados);Alicante;III
Vicente Pérez Devesa;PPCV(31 diputados);Alicante;III
Carlos Rafael Alcalde Agesta;PPCV(31 diputados);Alicante;III
Manuel Lorente Belmonte;PPCV(31 diputados);Alicante;III
Anatolio García Villarroyo;PPCV(31 diputados);Alicante;III
Pedro Ángel Hernández Mateo;PPCV(31 diputados);Alicante;III
José Joaquín Ripoll Serrano;PPCV(31 diputados);Alicante;III
Juan Antonio Rodríguez Marín;PPCV(31 diputados);Alicante;III
Enrique Eduardo Gómez Guarner;PPCV(31 diputados);Castellón;III
Fernando Vicente Castelló Boronat;PPCV(31 diputados);Castellón;III
Daniel Ansuátegui Ramo;PPCV(31 diputados);Castellón;III
Eduardo Escrig Reverter;PPCV(31 diputados);Castellón;III
Manuel Ramírez Valentín;PPCV(31 diputados);Castellón;III
José Vives Borrás;PPCV(31 diputados);Castellón;III
Luis Tena Ronchera;PPCV(31 diputados);Castellón;III
Vicente Aparici Moya;PPCV(31 diputados);Castellón;III
Luciano Guillermo Monzonís Rey;PPCV(31 diputados);Castellón;III
Pedro Agramunt Font de Mora;PPCV(31 diputados);Valencia;III
Martín Luis Quirós Palau;PPCV(31 diputados);Valencia;III
Vicente Sanz Monlleó;PPCV(31 diputados);Valencia;III
María Rita Barberá Nolla;PPCV(31 diputados);Valencia;III
Carlos González Cepeda;PPCV(31 diputados);Valencia;III
Joaquín Calomarde Gramage;PPCV(31 diputados);Valencia;III
Rafael Sanchis Perales;PPCV(31 diputados);Valencia;III
Serafín Castellano Gómez;PPCV(31 diputados);Valencia;III
Jorge Lamparero Lázaro;PPCV(31 diputados);Valencia;III
José Manuel Botella Crespo;PPCV(31 diputados);Valencia;III
Joaquín Farnós Gauchía;Unión Valenciana(7 diputados);Castellón;III
Héctor Villalba Chirivella;Unión Valenciana(7 diputados);Valencia;III
Fernando María Giner Giner;Unión Valenciana(7 diputados);Valencia;III
Manuel Giner Miralles;Unión Valenciana(7 diputados);Valencia;III
Filiberto Crespo Samper;Unión Valenciana(7 diputados);Valencia;III
Fermín Artagoitia Calabuig;Unión Valenciana(7 diputados);Valencia;III
Maria Àngels Ramón-Llin Martínez;Unión Valenciana(7 diputados);Valencia;III
Alfredo Alfonso Botella Vicent;EUPV(6 diputados);Alicante;III
Pasqual Mollà Martínez;EUPV(6 diputados);Alicante;III
Francesc Colomer Sánchez;EUPV(6 diputados);Castellón;III
Albert Taberner Ferrer;EUPV(6 diputados);Valencia;III
Juan Pedro Zamora Suárez;EUPV(6 diputados);Valencia;III
Ángeles Gloria Marcos Martí;EUPV(6 diputados);Valencia;III
Luis Fernando Cartagena Travesedo;PPCV(42 diputados);Alicante;IV
Diego Such Pérez;PPCV(42 diputados);Alicante;IV
José Joaquín Ripoll Serrano;PPCV(42 diputados);Alicante;IV
José Cholvi Diego;PPCV(42 diputados);Alicante;IV
Genoveva Reig Ribelles;PPCV(42 diputados);Alicante;IV
Rafael Maluenda Verdú;PPCV(42 diputados);Alicante;IV
Macarena Montesinos de Miguel;PPCV(42 diputados);Alicante;IV
Manuel Ortuño Cerdá-Cerdá;PPCV(42 diputados);Alicante;IV
Carlos Rafael Alcalde Agesta;PPCV(42 diputados);Alicante;IV
Juan Antonio Rodríguez Marín;PPCV(42 diputados);Alicante;IV
Luis Concepción Moscardó;PPCV(42 diputados);Alicante;IV
Pedro Hernández Mateo;PPCV(42 diputados);Alicante;IV
María Josefa García Herrero;PPCV(42 diputados);Alicante;IV
Sebastián Fernández Miralles;PPCV(42 diputados);Alicante;IV
Clara Abellán García;PPCV(42 diputados);Alicante;IV
Carlos Fabra Carreras;PPCV(42 diputados);Castellón;IV
Fernando Vicente Castelló Boronat;PPCV(42 diputados);Castellón;IV
Enrique Gómez Guarner;PPCV(42 diputados);Castellón;IV
Alejandro Font de Mora Turón;PPCV(42 diputados);Castellón;IV
María Ascensión Figueres Górriz;PPCV(42 diputados);Castellón;IV
Luis Tena Ronchera;PPCV(42 diputados);Castellón;IV
Francisco Moliner Colomer;PPCV(42 diputados);Castellón;IV
José Luis Ramírez Sorribes;PPCV(42 diputados);Castellón;IV
Antonio Fornás Tuzón;PPCV(42 diputados);Castellón;IV
Ángel Miguel Barrachina Ros;PPCV(42 diputados);Castellón;IV
Manuel Ramírez Valentín;PPCV(42 diputados);Castellón;IV
Eduardo Zaplana Hernández-Soro;PPCV(42 diputados);Valencia;IV
María Rita Barberá Nolla;PPCV(42 diputados);Valencia;IV
José Luis Olivas Martínez;PPCV(42 diputados);Valencia;IV
Carlos González Cepeda;PPCV(42 diputados);Valencia;IV
Pedro Agramunt Font de Mora;PPCV(42 diputados);Valencia;IV
Martín Luis Quirós Palau;PPCV(42 diputados);Valencia;IV
José Sanmartín Esplugues;PPCV(42 diputados);Valencia;IV
Susana Camarero Benítez;PPCV(42 diputados);Valencia;IV
Serafín Castellano Gómez;PPCV(42 diputados);Valencia;IV
Jorge Lamparero Lázaro;PPCV(42 diputados);Valencia;IV
Fernando Giner Giner;PPCV(42 diputados);Valencia;IV
María Luisa García Merita;PPCV(42 diputados);Valencia;IV
José Manuel Uncio Lacasa;PPCV(42 diputados);Valencia;IV
Rafael Sanchis Perales;PPCV(42 diputados);Valencia;IV
José Vicente Villaescusa Blanca;PPCV(42 diputados);Valencia;IV
José Manuel Botella Crespo;PPCV(42 diputados);Valencia;IV
Antonio García Miralles;PSPV-PSOE(32 diputados);Alicante;IV
Martín Sevilla Jiménez;PSPV-PSOE(32 diputados);Alicante;IV
Luis Francisco Berenguer Fuster;PSPV-PSOE(32 diputados);Alicante;IV
Concepción Pérez Morales;PSPV-PSOE(32 diputados);Alicante;IV
Manuel Rodríguez Maciá;PSPV-PSOE(32 diputados);Alicante;IV
Antonio Moreno Carrasco;PSPV-PSOE(32 diputados);Alicante;IV
María Moreno Ruiz;PSPV-PSOE(32 diputados);Alicante;IV
Roberto García Blanes;PSPV-PSOE(32 diputados);Alicante;IV
Alfonso Arenas Férriz;PSPV-PSOE(32 diputados);Alicante;IV
Francisca Benabent Fuentes;PSPV-PSOE(32 diputados);Alicante;IV
Ramón Berenguer Prieto;PSPV-PSOE(32 diputados);Alicante;IV
Hermenegildo Rodríguez Pérez;PSPV-PSOE(32 diputados);Alicante;IV
Francisco Javier Sanahuja Sanchis;PSPV-PSOE(32 diputados);Castellón;IV
Ernesto Fenollosa Ten;PSPV-PSOE(32 diputados);Castellón;IV
Rosa María Morte Julián;PSPV-PSOE(32 diputados);Castellón;IV
Jesús Huguet Pascual;PSPV-PSOE(32 diputados);Castellón;IV
María del Carmen Lorenz Sos;PSPV-PSOE(32 diputados);Castellón;IV
Enrique Manuel Ayet Fortuño;PSPV-PSOE(32 diputados);Castellón;IV
Ernesto Nabás Orenga;PSPV-PSOE(32 diputados);Castellón;IV
Avelino Roca Albert;PSPV-PSOE(32 diputados);Castellón;IV
Joan Lerma Blasco;PSPV-PSOE(32 diputados);Valencia;IV
Clementina Ródenas Villena;PSPV-PSOE(32 diputados);Valencia;IV
Eugenio Burriel de Orueta;PSPV-PSOE(32 diputados);Valencia;IV
Carmen Begoña Gómez-Marco Pérez;PSPV-PSOE(32 diputados);Valencia;IV
Segundo Bru Parra;PSPV-PSOE(32 diputados);Valencia;IV
Antonio Castro Leache;PSPV-PSOE(32 diputados);Valencia;IV
Julio Millet España;PSPV-PSOE(32 diputados);Valencia;IV
Lourdes Alonso Belza;PSPV-PSOE(32 diputados);Valencia;IV
Víctor Fuentes Prósper;PSPV-PSOE(32 diputados);Valencia;IV
Eduardo Montesinos Chilet;PSPV-PSOE(32 diputados);Valencia;IV
Vicente Miguel Garcés Ramón;PSPV-PSOE(32 diputados);Valencia;IV
María Antonia de Armengol Criado;PSPV-PSOE(32 diputados);Valencia;IV
Pasqual Mollà Martínez;EU-EV(10 diputados);Alicante;IV
Alfredo Alfonso Botella Vicent;EU-EV(10 diputados);Alicante;IV
María Ángeles Martínez Esplá;EU-EV(10 diputados);Alicante;IV
Francesc Colomer Sánchez;EU-EV(10 diputados);Castellón;IV
Carmen Cana Moñita;EU-EV(10 diputados);Castellón;IV
Albert Taberner Ferrer;EU-EV(10 diputados);Valencia;IV
Ángeles Gloria Marcos Martí;EU-EV(10 diputados);Valencia;IV
Juan Pedro Zamora Suárez;EU-EV(10 diputados);Valencia;IV
Joan Ribó Canut;EU-EV(10 diputados);Valencia;IV
Dolors Pérez Martí;EU-EV(10 diputados);Valencia;IV
José Manuel Igual Nebot;UV-FICVA-CCV(5 diputados);Castellón;IV
Vicente González Lizondo;UV-FICVA-CCV(5 diputados);Valencia;IV
Héctor Villalba Chirivella;UV-FICVA-CCV(5 diputados);Valencia;IV
Maria Àngels Ramón-Llin Martínez;UV-FICVA-CCV(5 diputados);Valencia;IV
Filiberto Crespo Samper;UV-FICVA-CCV(5 diputados);Valencia;IV
José Joaquín Ripoll Serrano;PPCV(49 diputados);Alicante;V
Carmen Galipienso Calatayud;PPCV(49 diputados);Alicante;V
Juan Manuel Cabot Saval;PPCV(49 diputados);Alicante;V
Macarena Montesinos de Miguel;PPCV(49 diputados);Alicante;V
José Cholbi Diego;PPCV(49 diputados);Alicante;V
María del Carmen Nácher Pérez;PPCV(49 diputados);Alicante;V
Rafael Maluenda Verdú;PPCV(49 diputados);Alicante;V
María Josefa García Herrero;PPCV(49 diputados);Alicante;V
Manuel Ortuño Cerdá;PPCV(49 diputados);Alicante;V
Francisca Pérez Barber;PPCV(49 diputados);Alicante;V
Juan Rodríguez Marín;PPCV(49 diputados);Alicante;V
Luis Concepción Moscardó;PPCV(49 diputados);Alicante;V
Pedro Hernández Mateo;PPCV(49 diputados);Alicante;V
María Estela Canales Martínez-Pinna;PPCV(49 diputados);Alicante;V
Manuel Pérez Fenoll;PPCV(49 diputados);Alicante;V
José Antonio Rovira Jover;PPCV(49 diputados);Alicante;V
Carlos Fabra Carreras;PPCV(49 diputados);Castellón;V
Fernando Vicente Castelló Boronat;PPCV(49 diputados);Castellón;V
María Ascensión Figueres Górriz;PPCV(49 diputados);Castellón;V
Alejandro Font de Mora Turón;PPCV(49 diputados);Castellón;V
José Luis Ramírez Sorribes;PPCV(49 diputados);Castellón;V
